cleanliness_score,odor_score,waste_level,complaints,footfall,hours_since_cleaning,complaints_per_100_footfall
5.8,3.1,60.0,6,301,10.3,1.9933554817275747
4.8,7.0,51.2,4,77,1.7,5.194805194805195
7.9,3.0,45.7,3,334,4.0,0.8982035928143712
5.3,7.3,66.1,10,458,7.2,2.1834061135371177
6.3,5.5,40.6,7,627,0.7,1.1164274322169059
9.8,1.0,14.8,0,396,0.9,0.0
6.5,5.0,59.8,4,76,1.1,5.263157894736842
8.3,1.8,27.1,2,507,8.9,0.39447731755424065
8.5,1.5,8.0,5,362,2.6,1.3812154696132597
3.4,7.5,84.7,8,286,0.7,2.797202797202797
10.0,2.0,6.4,0,428,8.6,0.0
10.0,1.0,11.2,5,507,3.7,0.9861932938856016
6.4,3.9,56.1,2,396,8.5,0.5050505050505051
4.6,5.8,53.3,5,707,1.1,0.7072135785007072
4.3,5.7,35.6,9,20,11.0,45.0
2.1,7.8,92.1,9,560,9.7,1.607142857142857
2.5,5.7,90.9,10,590,11.3,1.694915254237288
10.0,1.6,0.0,0,228,6.8,0.0
6.8,2.4,40.5,5,127,5.1,3.937007874015748
6.7,5.6,73.0,7,332,1.9,2.108433734939759
5.3,9.1,36.3,5,235,4.6,2.127659574468085
6.8,2.4,50.9,1,116,21.0,0.8620689655172413
5.4,3.3,61.3,5,695,3.8,0.7194244604316548
3.7,7.1,79.8,8,485,2.7,1.6494845360824744
4.5,8.2,51.1,9,121,0.7,7.43801652892562
7.2,1.0,34.7,3,318,4.5,0.9433962264150944
8.7,2.3,45.2,3,530,1.0,0.5660377358490566
4.9,7.3,39.4,5,689,22.4,0.7256894049346879
7.7,5.1,12.5,5,661,0.5,0.7564296520423601
6.6,3.0,37.7,3,351,1.7,0.8547008547008548
5.4,5.5,53.0,10,452,4.8,2.2123893805309733
6.2,4.7,54.5,5,310,12.9,1.6129032258064515
7.6,3.6,36.4,2,272,0.7,0.7352941176470588
7.2,4.7,25.7,5,140,6.2,3.571428571428571
5.7,5.4,38.4,6,588,13.9,1.0204081632653061
8.3,4.2,24.7,2,696,8.9,0.28735632183908044
5.8,4.1,19.6,9,360,2.9,2.5
4.3,6.1,52.3,4,241,7.1,1.6597510373443984
1.3,7.4,95.8,11,510,4.0,2.156862745098039
3.9,6.4,76.3,6,440,11.7,1.3636363636363635
8.5,2.0,13.7,1,390,1.4,0.2564102564102564
4.3,6.9,70.7,9,456,4.6,1.9736842105263157
3.4,9.1,77.3,6,307,0.5,1.9543973941368076
7.9,2.9,70.3,2,552,13.9,0.36231884057971014
5.6,6.7,34.4,7,815,3.5,0.8588957055214724
6.1,5.5,52.4,9,57,4.4,15.789473684210526
6.7,3.5,55.3,5,357,11.0,1.400560224089636
7.7,3.3,46.2,3,479,0.9,0.6263048016701461
6.9,4.6,35.7,3,428,10.7,0.7009345794392523
6.9,5.1,33.5,4,645,1.2,0.6201550387596899
6.7,3.6,51.6,3,379,2.1,0.79155672823219
8.2,1.8,31.4,5,446,0.5,1.1210762331838564
6.9,2.7,29.2,1,334,2.8,0.29940119760479045
9.5,1.1,9.2,0,455,18.9,0.0
6.8,4.9,38.3,8,419,1.5,1.9093078758949882
5.7,5.3,62.8,4,593,2.5,0.6745362563237773
8.4,2.9,14.5,0,501,3.8,0.0
6.4,5.4,39.3,0,438,8.9,0.0
8.6,2.6,45.2,2,690,5.0,0.2898550724637681
8.1,3.7,24.0,1,639,8.7,0.1564945226917058
4.4,6.3,57.2,4,791,7.6,0.5056890012642226
7.8,4.5,17.6,2,614,8.6,0.32573289902280134
8.7,3.5,22.3,3,1074,3.9,0.27932960893854747
4.8,7.4,79.4,9,542,3.3,1.6605166051660518
3.5,6.0,60.0,7,234,1.8,2.9914529914529915
7.1,5.1,61.9,4,237,36.0,1.6877637130801686
5.5,5.2,36.6,5,522,7.7,0.9578544061302682
4.8,5.4,65.9,5,667,4.5,0.7496251874062968
7.4,4.1,27.0,4,195,3.4,2.051282051282051
6.1,4.3,25.8,8,469,9.9,1.7057569296375266
5.8,7.6,63.7,5,73,24.2,6.8493150684931505
6.2,5.2,32.7,2,747,5.4,0.2677376171352075
7.0,3.9,42.6,4,428,6.2,0.9345794392523363
6.7,4.7,67.1,6,405,2.5,1.4814814814814816
7.5,2.7,27.0,1,413,18.1,0.24213075060532688
6.9,3.2,35.0,3,188,14.9,1.5957446808510638
7.1,5.0,18.2,4,189,9.7,2.1164021164021163
6.2,3.6,31.5,2,142,1.4,1.4084507042253522
7.4,3.2,20.1,3,453,19.7,0.6622516556291391
5.5,7.0,58.6,7,402,3.3,1.7412935323383085
4.2,6.7,70.5,8,136,10.4,5.88235294117647
3.8,3.5,67.0,4,459,0.5,0.8714596949891068
7.6,3.2,23.1,2,374,6.8,0.53475935828877
9.8,3.5,30.1,0,584,10.8,0.0
3.7,7.7,79.4,8,644,36.0,1.2422360248447204
6.8,4.6,43.1,5,216,0.5,2.314814814814815
6.0,5.9,46.8,4,365,5.8,1.095890410958904
3.8,5.0,66.4,6,329,6.4,1.82370820668693
8.5,1.0,0.4,3,394,17.6,0.7614213197969544
8.5,1.9,0.7,2,595,11.5,0.33613445378151263
6.4,1.0,34.9,4,405,36.0,0.9876543209876543
7.4,2.7,48.2,0,117,1.7,0.0
4.7,5.8,63.9,5,20,4.3,25.0
7.5,5.4,21.0,2,289,5.8,0.6920415224913495
8.6,1.8,35.4,2,304,8.0,0.6578947368421052
6.3,3.8,65.8,6,586,0.5,1.023890784982935
4.9,6.3,61.9,4,495,1.4,0.8080808080808081
3.0,8.0,79.6,10,820,12.5,1.2195121951219512
6.1,4.3,43.6,2,530,6.7,0.37735849056603776
5.9,7.3,55.5,5,614,2.1,0.8143322475570033
5.9,5.5,45.0,4,738,6.8,0.5420054200542005
7.6,1.3,30.2,0,290,5.6,0.0
8.8,1.8,3.9,0,516,4.1,0.0
10.0,1.0,0.0,1,132,5.3,0.7575757575757576
7.0,4.8,62.4,4,674,1.5,0.5934718100890208
5.5,6.2,52.3,9,734,4.5,1.226158038147139
6.8,3.6,41.5,5,377,3.0,1.3262599469496021
6.7,3.2,60.4,5,638,3.5,0.7836990595611284
8.5,4.3,50.9,3,339,9.5,0.8849557522123894
6.2,5.1,35.9,2,355,4.7,0.5633802816901409
8.0,4.3,50.8,6,669,6.0,0.8968609865470852
7.8,2.0,50.5,3,421,2.5,0.7125890736342043
3.3,6.9,76.3,10,889,17.1,1.124859392575928
9.5,1.4,1.8,1,423,12.4,0.2364066193853428
5.6,5.2,50.8,5,541,2.6,0.9242144177449169
5.9,4.4,31.3,3,502,28.1,0.5976095617529881
6.6,3.0,27.0,2,278,8.8,0.7194244604316548
6.5,2.5,44.0,2,243,8.7,0.823045267489712
5.2,5.5,58.6,5,367,3.4,1.3623978201634876
6.6,3.7,33.7,4,665,10.0,0.6015037593984963
2.6,7.8,87.4,8,416,3.2,1.9230769230769231
7.4,2.3,9.8,4,348,4.5,1.1494252873563218
8.5,3.6,32.8,2,515,1.4,0.3883495145631068
7.2,4.5,40.1,5,416,8.6,1.201923076923077
5.5,4.8,43.3,4,540,22.1,0.7407407407407408
4.9,7.7,49.2,5,691,13.8,0.723589001447178
6.9,4.3,30.2,6,329,1.2,1.82370820668693
5.6,4.9,42.9,7,399,9.2,1.7543859649122806
4.5,7.6,64.6,7,420,6.2,1.6666666666666667
7.6,4.5,50.7,6,388,0.5,1.5463917525773196
5.0,8.1,57.6,11,261,4.8,4.21455938697318
7.9,4.4,43.5,4,298,9.9,1.342281879194631
5.8,3.2,65.4,5,491,7.7,1.0183299389002036
8.7,2.5,4.0,2,540,5.4,0.3703703703703704
8.0,4.5,52.0,4,304,3.2,1.3157894736842104
7.2,6.5,36.4,3,202,1.3,1.4851485148514851
2.4,8.0,75.9,8,697,3.1,1.1477761836441895
2.9,9.7,60.6,8,573,10.6,1.3961605584642234
7.3,1.3,37.8,2,209,10.1,0.9569377990430622
7.3,4.6,23.7,3,188,8.2,1.5957446808510638
7.6,3.5,17.4,5,260,4.9,1.9230769230769231
4.4,3.4,68.0,5,236,0.5,2.11864406779661
8.9,2.6,16.7,3,397,18.2,0.7556675062972292
5.7,7.1,58.8,5,497,10.9,1.0060362173038229
5.7,5.6,40.1,6,253,3.2,2.371541501976284
4.6,6.3,47.9,9,449,0.8,2.0044543429844097
7.5,2.3,2.4,0,350,12.2,0.0
7.1,4.4,51.0,0,452,1.1,0.0
8.4,1.9,48.2,5,663,8.7,0.7541478129713424
6.9,4.5,31.0,3,71,11.2,4.225352112676056
5.8,4.7,49.4,5,428,8.3,1.1682242990654206
7.5,6.2,39.7,7,617,14.0,1.1345218800648298
4.7,7.7,40.4,6,347,12.8,1.729106628242075
5.4,2.3,64.5,8,754,9.7,1.0610079575596816
4.4,5.4,54.4,10,516,3.6,1.937984496124031
3.7,8.5,62.5,6,656,5.1,0.9146341463414633
7.6,2.1,34.1,0,400,13.8,0.0
5.5,8.0,54.5,5,507,4.8,0.9861932938856016
5.3,3.9,62.1,6,568,6.7,1.056338028169014
5.6,6.1,59.9,4,833,2.0,0.4801920768307323
7.4,1.9,38.3,3,252,11.0,1.1904761904761905
5.0,6.1,60.2,5,410,13.3,1.2195121951219512
6.4,4.3,37.1,4,502,10.4,0.796812749003984
5.8,6.7,32.3,7,421,5.8,1.66270783847981
6.8,1.8,49.3,4,563,8.1,0.7104795737122558
4.9,6.6,39.7,4,669,5.1,0.5979073243647235
5.6,6.3,38.4,4,20,7.2,20.0
8.8,2.9,32.1,3,581,6.6,0.5163511187607573
3.8,6.5,78.7,6,342,7.8,1.7543859649122806
7.3,4.2,32.5,2,415,4.1,0.48192771084337355
6.2,5.9,47.9,5,386,5.0,1.2953367875647668
3.2,7.8,62.9,5,687,4.3,0.727802037845706
6.5,4.4,47.7,8,301,10.2,2.6578073089700998
5.1,5.3,40.3,7,320,3.2,2.1875
8.0,2.4,19.6,4,427,8.4,0.936768149882904
5.3,3.2,45.7,4,359,10.2,1.1142061281337048
7.3,2.6,24.1,4,505,8.7,0.7920792079207921
4.9,8.3,66.6,6,488,13.0,1.2295081967213115
5.2,6.4,61.2,4,544,6.2,0.7352941176470588
7.5,3.0,34.0,1,482,2.4,0.2074688796680498
5.5,8.1,62.7,6,406,23.3,1.477832512315271
9.3,1.0,22.6,0,512,20.3,0.0
5.9,5.1,56.0,6,290,3.7,2.0689655172413794
7.1,4.5,52.9,2,385,6.7,0.5194805194805194
6.5,2.8,53.3,5,805,3.4,0.6211180124223602
3.9,4.9,89.3,9,508,0.5,1.7716535433070866
5.0,4.8,89.9,5,472,15.1,1.059322033898305
8.0,2.3,40.7,3,406,13.0,0.7389162561576355
7.7,2.3,56.1,2,473,0.6,0.42283298097251587
3.3,9.0,66.5,6,20,13.0,30.0
4.3,6.5,45.8,3,304,7.7,0.9868421052631579
7.7,4.3,24.3,0,292,1.3,0.0
5.9,2.5,66.6,4,512,1.4,0.78125
8.0,3.6,19.3,3,562,6.3,0.5338078291814947
6.5,5.1,64.1,5,240,2.3,2.083333333333333
7.3,3.5,33.4,5,199,4.5,2.512562814070352
5.6,5.0,67.5,4,614,36.0,0.6514657980456027
7.8,5.3,69.4,4,538,4.5,0.7434944237918215
8.9,1.0,27.4,5,308,3.6,1.6233766233766231
8.6,3.1,55.3,1,593,3.3,0.16863406408094433
4.6,5.1,60.2,8,374,16.7,2.13903743315508
6.3,6.2,71.3,4,238,2.9,1.680672268907563
6.2,6.3,44.0,9,389,4.2,2.313624678663239
4.4,6.5,74.0,4,739,22.5,0.5412719891745602
4.9,6.7,66.0,8,407,4.3,1.9656019656019657
4.5,8.1,45.3,6,453,15.1,1.3245033112582782
7.0,4.0,13.0,2,351,36.0,0.5698005698005698
8.2,5.5,28.6,2,688,3.0,0.29069767441860467
10.0,1.0,0.0,1,481,13.3,0.2079002079002079
8.9,1.6,58.9,1,451,22.6,0.22172949002217296
9.1,2.2,9.3,0,419,6.9,0.0
8.6,5.4,28.6,3,358,1.3,0.8379888268156425
4.9,4.7,58.8,7,306,1.1,2.287581699346405
7.0,5.3,30.6,3,542,0.7,0.5535055350553505
7.3,3.4,38.1,3,277,8.7,1.083032490974729
4.8,5.0,55.0,9,658,4.9,1.3677811550151975
7.2,2.3,45.2,3,659,5.4,0.4552352048558422
5.1,4.5,55.9,7,598,5.3,1.1705685618729096
8.2,4.1,32.3,5,291,10.6,1.718213058419244
4.1,9.3,68.6,7,289,30.2,2.422145328719723
9.2,2.4,19.5,1,95,15.2,1.0526315789473684
7.4,1.9,22.3,3,20,12.2,15.0
6.9,3.8,31.4,3,307,2.1,0.9771986970684038
6.5,3.8,37.4,5,481,10.1,1.0395010395010396
7.1,4.0,49.8,4,275,0.8,1.4545454545454546
6.2,3.1,35.3,2,368,5.0,0.5434782608695652
5.0,6.2,58.0,5,265,7.8,1.8867924528301887
4.4,5.3,48.2,4,505,9.7,0.7920792079207921
6.8,3.3,56.9,3,365,2.6,0.821917808219178
5.4,4.6,16.7,4,531,1.7,0.7532956685499058
5.6,6.0,69.7,7,20,2.7,35.0
8.2,2.8,26.8,0,759,14.7,0.0
6.3,4.2,40.5,5,420,3.3,1.1904761904761905
9.4,1.0,30.8,4,216,0.5,1.8518518518518516
5.3,3.7,36.7,3,188,1.4,1.5957446808510638
7.3,4.6,20.8,2,523,0.8,0.3824091778202677
5.0,4.7,62.4,8,441,3.1,1.8140589569160999
6.1,6.9,30.1,2,587,10.5,0.34071550255536626
5.8,7.6,35.1,7,98,21.6,7.142857142857142
5.9,3.6,60.4,3,514,11.1,0.5836575875486382
7.2,5.5,44.2,2,287,2.6,0.6968641114982579
6.1,3.8,32.5,8,772,7.1,1.0362694300518136
7.9,3.6,11.1,1,722,3.9,0.13850415512465375
8.1,3.2,25.5,2,73,36.0,2.73972602739726
7.2,3.8,28.9,1,515,2.1,0.1941747572815534
6.9,4.4,26.2,3,651,0.5,0.4608294930875576
5.6,6.6,52.0,3,422,9.4,0.7109004739336493
5.7,7.5,46.1,5,109,5.5,4.587155963302752
8.1,4.6,41.9,4,498,16.5,0.8032128514056224
8.9,3.0,7.2,0,591,15.4,0.0
5.0,8.4,52.6,8,671,1.0,1.1922503725782414
3.3,8.1,84.9,10,357,6.9,2.801120448179272
6.9,4.8,51.0,9,346,11.7,2.601156069364162
10.0,1.8,19.5,2,331,5.0,0.6042296072507553
7.6,1.9,25.6,4,478,9.5,0.8368200836820083
4.3,5.0,59.3,4,321,0.7,1.2461059190031152
4.5,6.3,65.1,6,263,0.7,2.2813688212927756
4.2,5.2,56.9,8,725,0.7,1.103448275862069
5.7,5.8,65.5,11,805,1.5,1.3664596273291925
6.5,6.5,55.0,4,275,7.0,1.4545454545454546
6.7,4.4,44.5,4,359,29.3,1.1142061281337048
7.7,5.3,52.2,5,877,0.5,0.5701254275940707
6.1,5.5,51.6,11,403,17.2,2.729528535980149
6.4,2.9,21.0,5,446,0.9,1.1210762331838564
7.2,5.6,40.8,7,707,6.6,0.9900990099009901
5.8,4.7,36.0,4,330,5.2,1.2121212121212122
5.4,8.8,42.9,7,818,24.4,0.8557457212713936
10.0,2.1,10.4,2,595,36.0,0.33613445378151263
5.3,5.6,36.3,5,340,1.1,1.4705882352941175
2.7,6.2,68.9,8,732,2.3,1.092896174863388
4.3,7.5,97.6,7,531,19.2,1.3182674199623352
5.5,4.3,69.8,5,220,5.8,2.272727272727273
3.7,9.2,52.6,10,850,3.5,1.1764705882352942
8.2,1.0,35.4,5,418,1.6,1.1961722488038278
6.6,5.9,52.9,3,397,5.1,0.7556675062972292
3.4,7.7,70.1,11,413,7.6,2.663438256658596
7.4,1.8,28.8,1,312,0.5,0.3205128205128205
6.3,6.4,47.7,3,695,1.6,0.4316546762589928
1.1,10.0,92.3,7,176,2.9,3.977272727272727
5.5,4.2,37.3,8,713,1.9,1.1220196353436185
8.4,1.7,34.3,1,667,1.9,0.14992503748125938
7.0,5.1,57.1,7,548,4.2,1.2773722627737227
6.9,4.8,46.4,5,616,11.9,0.8116883116883116
5.6,5.6,44.8,6,467,18.6,1.284796573875803
9.2,3.0,11.8,1,373,8.5,0.2680965147453083
4.3,7.7,39.6,5,663,7.3,0.7541478129713424
6.4,5.5,51.1,5,691,6.6,0.723589001447178
5.8,4.9,52.1,4,290,7.6,1.3793103448275863
8.4,2.9,29.6,1,202,7.9,0.49504950495049505
8.9,1.0,29.1,4,581,3.5,0.6884681583476765
6.5,2.0,42.3,4,301,1.7,1.3289036544850499
7.2,5.2,31.6,2,199,14.3,1.0050251256281406
5.7,6.0,63.8,6,579,0.5,1.0362694300518136
5.4,4.9,50.1,5,20,10.1,25.0
7.6,3.7,35.1,4,393,6.6,1.0178117048346056
6.9,5.1,42.0,4,598,14.1,0.6688963210702341
7.7,5.2,35.5,3,454,20.6,0.6607929515418502
5.1,6.8,64.2,4,666,7.3,0.6006006006006006
7.6,3.6,24.8,4,220,28.3,1.8181818181818181
3.2,6.5,71.0,7,549,7.4,1.2750455373406193
7.4,4.9,43.1,5,670,10.4,0.7462686567164178
4.8,6.5,43.7,6,671,5.1,0.8941877794336811
8.3,3.8,17.9,4,475,3.6,0.8421052631578947
5.4,5.4,66.5,4,550,6.6,0.7272727272727273
7.0,2.9,44.5,4,422,4.4,0.9478672985781991
7.7,2.7,15.1,2,426,2.4,0.4694835680751174
7.3,4.0,45.1,6,298,8.6,2.013422818791946
5.6,5.0,65.2,5,154,2.3,3.2467532467532463
4.9,7.1,36.7,1,54,22.7,1.8518518518518516
6.2,3.9,48.1,5,721,4.7,0.6934812760055479
4.8,3.4,73.3,6,30,0.5,20.0
5.3,7.7,33.8,3,430,1.9,0.6976744186046512
7.8,5.5,35.4,10,739,3.0,1.3531799729364005
7.1,3.8,26.1,3,593,24.5,0.5059021922428331
5.2,5.5,54.0,5,288,0.5,1.7361111111111112
6.7,6.2,46.1,5,462,1.4,1.0822510822510822
4.9,4.7,54.3,5,853,1.0,0.5861664712778429
7.6,1.7,43.5,3,671,1.7,0.44709388971684055
4.3,4.4,72.0,7,433,6.3,1.6166281755196306
3.6,6.4,62.8,7,871,9.0,0.8036739380022963
4.8,7.0,76.3,7,188,9.0,3.723404255319149
7.7,3.0,40.4,5,302,2.6,1.6556291390728477
4.9,7.7,57.1,9,521,10.9,1.727447216890595
7.1,4.7,41.2,2,444,8.4,0.45045045045045046
6.8,5.2,43.3,6,644,4.7,0.9316770186335404
5.0,5.7,64.3,6,392,13.8,1.530612244897959
6.7,5.8,57.9,4,414,2.4,0.966183574879227
6.5,4.8,39.1,5,293,13.6,1.7064846416382253
3.9,6.9,71.2,4,482,19.8,0.8298755186721992
8.1,3.6,41.8,3,416,8.3,0.7211538461538461
10.0,1.0,15.4,0,298,1.7,0.0
6.5,5.1,42.4,4,464,0.5,0.8620689655172413
7.7,5.9,40.6,2,458,34.9,0.43668122270742354
2.1,6.7,76.1,9,117,8.9,7.6923076923076925
8.7,1.4,40.2,3,197,2.0,1.5228426395939088
3.4,5.8,63.1,8,765,7.3,1.045751633986928
7.1,2.6,52.2,0,328,4.4,0.0
5.0,8.1,81.0,7,525,12.6,1.3333333333333335
5.0,6.1,61.5,9,824,8.9,1.0922330097087378
5.2,5.7,51.7,10,371,23.0,2.6954177897574128
8.3,3.5,43.0,5,504,4.2,0.992063492063492
6.1,3.9,51.8,4,579,4.5,0.690846286701209
5.3,5.1,59.4,5,71,10.7,7.042253521126761
5.7,5.5,60.5,6,326,6.0,1.8404907975460123
8.1,1.6,42.6,4,591,1.3,0.676818950930626
8.4,1.0,16.4,2,589,3.8,0.3395585738539898
4.5,6.2,63.6,10,217,1.6,4.6082949308755765
4.7,8.0,50.8,5,271,3.7,1.8450184501845017
7.1,2.6,22.7,2,325,4.6,0.6153846153846154
2.7,6.4,78.9,9,400,7.8,2.25
5.4,6.2,47.5,3,337,5.7,0.8902077151335311
6.1,2.7,72.2,5,226,6.4,2.2123893805309733
3.1,7.0,81.3,10,435,0.5,2.2988505747126435
4.7,4.6,66.2,7,617,1.7,1.1345218800648298
10.0,1.2,16.5,0,439,17.4,0.0
7.2,3.5,33.5,3,362,1.0,0.8287292817679558
6.6,4.1,36.9,4,430,6.6,0.9302325581395349
6.2,4.8,13.3,2,39,20.2,5.128205128205128
6.7,3.8,30.0,5,443,3.8,1.1286681715575622
6.5,4.4,53.3,5,267,19.4,1.8726591760299627
6.6,2.5,48.9,3,108,0.5,2.7777777777777777
6.0,5.3,52.4,3,247,7.0,1.214574898785425
7.9,6.0,18.4,1,244,0.8,0.4098360655737705
6.8,4.9,22.7,5,393,5.3,1.2722646310432568
8.8,2.9,36.0,1,344,1.8,0.29069767441860467
6.9,4.1,51.1,3,345,2.5,0.8695652173913043
3.6,6.4,57.5,7,352,6.4,1.9886363636363635
9.0,1.0,17.8,0,113,25.4,0.0
6.9,4.6,43.1,3,765,0.9,0.39215686274509803
8.8,1.7,27.8,3,430,14.1,0.6976744186046512
6.2,3.9,30.2,5,859,2.8,0.5820721769499418
5.9,4.4,44.1,6,786,13.2,0.7633587786259541
6.8,6.2,40.4,3,552,9.1,0.5434782608695652
8.1,4.6,48.0,5,20,10.0,25.0
4.9,8.0,55.9,6,706,3.1,0.84985835694051
4.6,7.4,56.1,6,762,14.5,0.7874015748031495
7.0,3.0,23.8,3,20,1.8,15.0
6.0,3.3,29.8,1,20,22.5,5.0
8.0,3.8,28.6,3,746,6.7,0.40214477211796246
7.8,3.4,10.5,4,453,7.9,0.8830022075055187
8.5,1.1,38.9,2,539,1.0,0.3710575139146568
4.2,6.0,60.8,4,789,1.5,0.5069708491761723
6.7,5.1,50.5,3,607,3.9,0.4942339373970346
7.8,1.1,26.8,3,414,5.8,0.7246376811594203
3.9,8.4,50.4,7,249,0.5,2.8112449799196786
3.0,7.0,100.0,6,564,3.4,1.0638297872340425
5.9,8.1,58.6,10,356,1.1,2.8089887640449436
10.0,1.0,0.0,1,267,8.1,0.37453183520599254
6.5,6.2,38.5,5,356,7.3,1.4044943820224718
6.2,6.7,54.2,9,637,8.5,1.4128728414442702
6.0,4.5,2.4,5,504,8.0,0.992063492063492
5.0,8.1,30.8,4,821,2.4,0.48721071863580995
5.8,4.4,39.5,7,365,1.9,1.9178082191780823
7.7,3.2,56.0,5,315,5.6,1.5873015873015872
4.6,5.4,75.4,7,416,0.5,1.6826923076923077
4.6,8.2,77.5,6,375,14.2,1.6
6.5,4.9,49.5,4,423,9.7,0.9456264775413712
4.1,5.6,81.8,7,1018,5.2,0.68762278978389
8.4,4.6,0.0,3,393,0.6,0.7633587786259541
5.7,5.1,43.5,8,923,0.5,0.8667388949079089
5.5,1.0,47.9,5,357,7.2,1.400560224089636
4.7,6.0,80.3,11,418,36.0,2.631578947368421
5.4,7.5,48.8,8,274,0.6,2.9197080291970803
8.3,2.3,17.5,2,576,18.4,0.3472222222222222
8.8,1.2,24.0,0,280,19.2,0.0
6.8,3.8,56.3,3,439,0.9,0.683371298405467
8.9,3.3,31.6,2,303,1.0,0.6600660066006601
6.6,3.4,29.3,2,469,16.7,0.42643923240938164
6.1,6.3,65.0,4,687,0.9,0.5822416302765648
3.9,8.4,73.6,6,354,4.9,1.694915254237288
5.1,3.9,56.7,2,432,3.8,0.4629629629629629
9.7,1.0,23.7,4,573,8.7,0.6980802792321117
7.5,5.0,35.3,5,632,7.2,0.7911392405063291
6.8,1.6,51.3,3,424,1.7,0.7075471698113208
6.4,8.9,99.6,9,496,3.8,1.8145161290322582
4.0,7.8,69.8,6,468,2.7,1.282051282051282
5.4,6.9,59.0,7,591,21.5,1.1844331641285957
7.4,3.1,56.0,3,431,2.5,0.6960556844547563
8.9,3.3,17.7,2,459,6.0,0.4357298474945534
6.3,3.5,48.4,4,164,7.9,2.4390243902439024
8.2,2.8,21.1,2,703,1.6,0.2844950213371266
8.9,1.5,16.9,2,666,5.7,0.3003003003003003
7.2,3.8,65.9,3,928,16.9,0.3232758620689655
8.2,3.4,43.3,2,321,6.9,0.6230529595015576
5.5,6.1,31.8,6,162,15.3,3.7037037037037033
6.4,3.3,47.0,4,211,1.5,1.8957345971563981
7.5,1.4,34.0,2,540,2.3,0.3703703703703704
7.7,3.6,40.4,6,460,19.7,1.3043478260869565
9.7,2.7,28.2,2,621,22.0,0.322061191626409
7.7,2.7,52.2,3,401,3.3,0.7481296758104738
4.9,4.7,34.4,6,124,8.7,4.838709677419355
7.0,5.4,34.7,3,562,14.7,0.5338078291814947
7.7,3.8,29.1,6,603,1.6,0.9950248756218906
6.1,6.0,66.5,6,162,1.6,3.7037037037037033
8.0,2.9,22.5,3,530,3.6,0.5660377358490566
7.3,3.4,37.7,6,257,6.9,2.3346303501945527
6.1,6.0,22.2,6,668,16.7,0.8982035928143712
5.0,6.1,46.4,7,383,0.5,1.8276762402088773
7.1,5.7,62.1,5,318,8.0,1.5723270440251573
9.0,1.0,27.5,3,517,0.8,0.5802707930367506
5.9,7.7,34.3,7,320,5.7,2.1875
8.7,1.1,15.5,0,302,2.4,0.0
6.4,6.9,14.9,5,505,4.4,0.9900990099009901
2.2,7.3,81.1,10,524,1.5,1.9083969465648856
7.5,5.2,31.3,7,771,19.1,0.9079118028534372
4.1,6.9,39.7,4,347,6.5,1.1527377521613833
7.6,2.8,40.8,4,268,1.1,1.4925373134328357
4.0,8.9,67.4,3,311,13.5,0.964630225080386
5.0,6.2,52.8,5,763,3.6,0.655307994757536
7.2,4.0,23.3,3,307,1.3,0.9771986970684038
7.2,1.6,26.4,5,579,10.3,0.8635578583765112
6.0,3.6,46.6,3,401,0.5,0.7481296758104738
4.4,9.1,64.2,6,628,13.3,0.9554140127388535
7.0,7.0,38.2,4,525,22.6,0.7619047619047619
4.5,7.4,82.7,5,650,4.7,0.7692307692307693
8.1,4.9,23.5,0,314,0.6,0.0
4.2,7.1,69.9,7,911,1.6,0.7683863885839737
5.8,8.7,33.2,4,317,0.5,1.2618296529968454
10.0,2.5,7.8,2,270,1.0,0.7407407407407408
8.2,1.9,4.0,0,424,11.9,0.0
7.0,4.8,51.7,9,721,16.2,1.248266296809986
3.3,7.5,53.5,5,20,11.5,25.0
7.9,3.3,17.2,2,363,1.2,0.5509641873278237
8.8,4.3,0.0,3,260,0.7,1.153846153846154
7.3,3.5,49.4,6,592,2.2,1.0135135135135136
5.8,4.6,62.7,3,630,14.7,0.4761904761904762
8.6,1.0,23.1,3,626,4.5,0.4792332268370607
9.5,2.3,10.9,0,161,0.8,0.0
8.1,4.3,14.3,2,163,12.8,1.2269938650306749
5.9,2.2,70.1,2,253,3.0,0.7905138339920948
10.0,1.0,5.1,0,20,1.2,0.0
8.9,2.4,0.0,1,782,4.2,0.1278772378516624
6.5,4.5,52.2,5,416,15.5,1.201923076923077
7.3,6.4,38.2,8,496,4.2,1.6129032258064515
6.0,3.4,50.0,4,660,18.3,0.6060606060606061
6.9,2.4,58.3,7,583,2.9,1.2006861063464835
6.0,7.4,28.2,7,272,8.4,2.5735294117647056
8.5,2.5,29.1,3,330,26.2,0.9090909090909091
7.2,3.0,34.8,6,116,26.7,5.172413793103448
10.0,1.3,0.0,0,424,7.9,0.0
6.9,1.9,36.4,5,534,1.5,0.9363295880149813
3.7,9.0,63.0,9,211,7.3,4.265402843601896
4.7,5.2,44.1,5,62,19.7,8.064516129032258
6.0,4.8,44.4,4,652,4.5,0.6134969325153374
7.3,6.5,30.0,2,576,10.1,0.3472222222222222
4.9,6.1,51.4,8,271,18.0,2.952029520295203
6.2,7.1,50.3,4,70,2.9,5.714285714285714
6.7,7.8,48.8,5,726,12.1,0.6887052341597797
5.9,6.4,39.3,7,750,5.3,0.9333333333333335
7.3,4.7,39.0,5,457,11.0,1.0940919037199124
8.6,4.5,28.2,3,176,1.5,1.7045454545454544
5.0,5.8,61.6,4,50,8.1,8.0
